,D2002,D2003,D2004,D2005,D2006,D2007,D2008,D2009,D2010,D2011,D2012,D2013,D2014,D2015,D2016,D2017,D2018,D2019,D2020,D2021,D2022,D2023,D2024,D2025,D2026,D2027,D2028,D2029,D2030,D2031,age,voted
73535,1,3,1,2,2,9,9,9,7,999,9,9,9,7,999,9,9,9,3,99,0,99,1,9,8300,999,41,1,999,9,85,TRUE
73536,2,3,2,1,2,9,9,9,2,999,9,9,9,99,999,9,9,9,1,99,0,99,1,9,1000,999,41,1,999,9,60,TRUE
73537,2,4,1,2,2,9,9,9,2,999,9,9,9,12,999,9,9,9,3,99,1,99,1,9,8300,999,41,1,999,9,42,FALSE
73538,2,6,1,2,1,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,1,99,3,9,1000,999,41,1,999,9,53,FALSE
73539,1,4,1,2,2,9,9,9,1,999,9,9,9,5,999,9,9,9,3,99,1,99,5,9,1000,999,41,1,999,9,36,FALSE
73540,2,7,3,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,4,99,2,99,1,9,8300,999,41,1,999,9,69,TRUE
73541,2,6,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,0,99,1,9,8300,999,41,1,999,9,47,TRUE
73542,1,6,1,2,2,9,9,9,1,999,9,9,9,8,999,9,9,9,4,99,0,99,6,9,1000,999,41,1,999,9,41,TRUE
73543,2,4,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,0,99,6,9,1210,999,41,1,999,9,53,FALSE
73545,1,3,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,0,99,1,9,1000,999,41,1,999,9,63,FALSE
73546,1,7,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,4,99,1,99,1,9,8300,999,41,1,999,9,48,TRUE
73547,2,6,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,1,99,0,99,1,9,8300,999,41,1,999,9,29,FALSE
73549,2,4,3,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,1,99,0,99,3,9,1000,999,42,2,999,9,43,TRUE
73550,1,4,1,2,2,9,9,9,1,999,9,9,9,5,999,9,9,9,3,99,2,99,1,9,8300,999,42,2,999,9,45,TRUE
73551,1,99,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,0,99,3,9,1210,999,42,2,999,9,43,TRUE
73552,2,6,1,2,2,9,9,9,1,999,9,9,9,9,999,9,9,9,3,99,0,99,3,9,1203,999,42,2,999,9,57,TRUE
73553,2,4,1,2,2,9,9,9,8,999,9,9,9,7,999,9,9,9,4,99,0,99,1,9,1000,999,42,2,999,9,76,TRUE
73554,2,3,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,2,99,0,99,4,9,1203,999,42,2,999,9,64,TRUE
73555,2,4,4,2,2,9,9,9,2,999,9,9,9,99,999,9,9,9,1,99,1,99,4,9,1203,999,42,2,999,9,31,TRUE
73556,2,6,4,2,2,9,9,9,5,999,9,9,9,99,999,9,9,9,1,99,0,99,3,9,1203,999,42,2,999,9,63,TRUE
73557,2,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,1,99,2,99,1,9,8300,999,42,2,999,9,40,TRUE
73558,2,4,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,2,99,2,99,4,9,1203,999,42,2,999,9,32,FALSE
73559,2,4,1,2,2,9,9,9,5,999,9,9,9,9,999,9,9,9,3,99,2,99,5,9,1000,999,42,2,999,9,46,TRUE
73560,2,6,4,1,2,9,9,9,1,999,9,9,9,99,999,9,9,9,4,99,1,99,1,9,1000,999,42,2,999,9,48,TRUE
73561,2,4,1,2,2,9,9,9,8,999,9,9,9,12,999,9,9,9,4,99,2,99,6,9,1200,999,42,2,999,9,34,TRUE
73562,1,6,1,2,2,9,9,9,1,999,9,9,9,5,999,9,9,9,3,99,1,99,1,9,1300,999,42,2,999,9,45,TRUE
73563,2,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,3,99,2,99,4,9,1000,999,42,2,999,9,40,TRUE
73564,2,4,2,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,5,99,0,99,5,9,1203,999,42,2,999,9,59,TRUE
73565,2,3,4,2,2,9,9,9,8,999,9,9,9,99,999,9,9,9,1,99,0,99,4,9,1203,999,42,2,999,9,62,FALSE
73566,2,6,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,2,99,0,99,3,9,9600,999,42,2,999,9,52,TRUE
73567,2,7,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,5,99,2,99,1,9,1000,999,42,2,999,9,36,TRUE
73568,2,4,4,2,2,9,9,9,2,999,9,9,9,99,999,9,9,9,2,99,2,99,1,9,8300,999,42,2,999,9,45,TRUE
73569,2,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,4,99,2,99,5,9,1000,999,42,2,999,9,54,TRUE
73570,2,4,1,1,2,9,9,9,2,999,9,9,9,11,999,9,9,9,2,99,2,99,3,9,1215,999,42,2,999,9,48,TRUE
73571,2,8,3,1,2,9,9,9,1,999,9,9,9,99,999,9,9,9,4,99,1,99,5,9,1200,999,42,2,999,9,56,TRUE
73572,2,8,1,1,2,9,9,9,1,999,9,9,9,5,999,9,9,9,5,99,2,99,3,9,1209,999,42,2,999,9,61,TRUE
73573,2,3,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,4,99,1,99,1,9,8300,999,42,2,999,9,57,TRUE
73574,2,8,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,4,99,0,99,5,9,1203,999,42,2,999,9,52,TRUE
73575,1,3,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,4,99,2,99,1,9,1200,999,42,2,999,9,27,FALSE
73576,2,3,4,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,2,99,0,99,3,9,1504,999,42,2,999,9,62,FALSE
73577,1,4,3,2,1,9,9,9,11,999,9,9,9,99,999,9,9,9,2,99,2,99,3,9,1000,999,42,2,999,9,56,TRUE
73578,2,4,3,1,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,2,99,3,9,1203,999,42,2,999,9,46,TRUE
73579,2,4,3,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,2,99,1,99,3,9,1000,999,42,2,999,9,53,TRUE
73580,2,4,3,2,2,9,9,9,5,999,9,9,9,99,999,9,9,9,3,99,2,99,5,9,1210,999,42,2,999,9,48,TRUE
73581,2,4,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,1,99,6,9,1203,999,42,2,999,9,63,TRUE
73582,1,7,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,3,99,0,99,1,9,8300,999,45,1,999,9,38,FALSE
73583,1,4,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,1,99,2,99,5,9,1212,999,45,2,999,9,30,FALSE
73584,1,3,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,2,99,3,9,1101,999,45,1,999,9,44,TRUE
73585,1,7,4,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,4,99,0,99,1,9,8300,999,45,1,999,9,68,TRUE
73586,2,4,3,2,2,9,9,9,5,999,9,9,9,99,999,9,9,9,1,99,1,99,6,9,1200,999,45,2,999,9,66,FALSE
73587,2,6,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,2,99,2,99,6,9,1209,999,45,2,999,9,42,FALSE
73588,1,4,4,2,2,9,9,9,3,999,9,9,9,99,999,9,9,9,1,99,0,99,3,9,1203,999,45,2,999,9,59,TRUE
73589,2,2,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,1,99,2,99,4,9,1200,999,45,2,999,9,46,FALSE
73590,1,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,3,99,1,99,7,9,1209,999,45,2,999,9,57,TRUE
73591,2,3,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,1,99,0,99,5,9,1203,999,45,2,999,9,58,TRUE
73592,2,3,4,2,2,9,9,9,5,999,9,9,9,99,999,9,9,9,1,99,2,99,1,9,1203,999,45,2,999,9,32,FALSE
73593,1,3,1,2,2,9,9,9,1,999,9,9,9,8,999,9,9,9,3,99,2,99,4,9,1000,999,45,2,999,9,35,TRUE
73594,2,4,2,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,1,99,0,99,6,9,1203,999,45,2,999,9,93,TRUE
73595,2,4,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,1,99,6,9,1210,999,45,2,999,9,67,TRUE
73596,2,3,2,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,1,99,0,99,6,9,1300,999,45,2,999,9,75,TRUE
73597,1,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,3,99,0,99,4,9,1000,999,45,2,999,9,33,TRUE
73598,2,8,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,2,99,0,99,5,9,1209,999,45,2,999,9,79,FALSE
73599,2,4,3,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,2,99,0,99,6,9,1211,999,45,2,999,9,71,TRUE
73600,2,4,1,2,2,9,9,9,1,999,9,9,9,7,999,9,9,9,1,99,2,99,6,9,1203,999,45,2,999,9,57,TRUE
73601,2,6,4,2,2,9,9,9,5,999,9,9,9,99,999,9,9,9,3,99,2,99,1,9,1000,999,45,2,999,9,46,TRUE
73602,2,4,1,2,2,9,9,9,7,999,9,9,9,7,999,9,9,9,1,99,0,99,6,9,1203,999,45,2,999,9,79,TRUE
73603,2,4,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,2,99,1,99,1,9,8300,999,45,2,999,9,29,FALSE
73604,2,6,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,0,99,5,9,1203,999,45,2,999,9,42,TRUE
73605,1,4,1,2,2,9,9,9,7,999,9,9,9,7,999,9,9,9,2,99,0,99,4,9,1101,999,45,2,999,9,61,TRUE
73606,2,4,1,2,2,9,9,9,3,999,9,9,9,9,999,9,9,9,1,99,0,99,3,9,1203,999,45,2,999,9,60,FALSE
73607,1,4,3,2,2,9,9,9,2,999,9,9,9,99,999,9,9,9,2,99,0,99,1,9,1203,999,45,2,999,9,72,TRUE
73608,1,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,3,99,1,99,1,9,1203,999,45,2,999,9,42,FALSE
73609,1,4,1,2,2,9,9,9,1,999,9,9,9,5,999,9,9,9,1,99,0,99,3,9,1203,999,45,2,999,9,32,FALSE
73610,1,2,1,1,2,9,9,9,7,999,9,9,9,9,999,9,9,9,2,99,0,99,5,9,1101,999,45,2,999,9,74,TRUE
73611,1,2,3,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,1,99,0,99,1,9,1203,999,45,2,999,9,84,TRUE
73612,1,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,2,99,2,99,1,9,8300,999,45,2,999,9,50,FALSE
73613,2,4,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,2,99,0,99,6,9,1210,999,45,2,999,9,62,TRUE
73614,2,6,3,2,2,9,9,9,5,999,9,9,9,99,999,9,9,9,1,99,1,99,4,9,1203,999,45,2,999,9,64,TRUE
73615,2,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,2,99,1,99,4,9,1200,999,45,2,999,9,63,FALSE
73616,2,4,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,4,99,2,99,4,9,1215,999,45,2,999,9,47,TRUE
73617,2,4,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,1,99,2,99,6,9,1203,999,45,2,999,9,67,TRUE
73618,2,6,3,2,2,9,9,9,5,999,9,9,9,99,999,9,9,9,1,99,2,99,6,9,1210,999,45,2,999,9,55,TRUE
73619,2,4,2,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,1,99,0,99,6,9,1209,999,45,2,999,9,75,TRUE
73620,2,4,2,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,1,99,0,99,6,9,1203,999,45,2,999,9,68,TRUE
73621,2,6,2,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,4,99,0,99,6,9,1200,999,45,2,999,9,72,TRUE
73622,2,4,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,4,99,0,99,4,9,1209,999,45,2,999,9,29,FALSE
73623,2,6,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,1,99,5,9,1209,999,45,2,999,9,60,TRUE
73624,2,4,4,2,2,9,9,9,2,999,9,9,9,99,999,9,9,9,1,99,2,99,6,9,1200,999,45,2,999,9,35,TRUE
73625,1,7,1,2,2,9,9,9,7,999,9,9,9,7,999,9,9,9,4,99,0,99,1,9,8300,999,47,1,999,9,74,TRUE
73626,2,6,1,2,2,9,9,9,2,999,9,9,9,12,999,9,9,9,5,99,1,99,4,9,1203,999,47,1,999,9,35,TRUE
73627,2,8,1,2,2,9,9,9,2,999,9,9,9,12,999,9,9,9,5,99,0,99,6,9,1101,999,47,1,999,9,55,TRUE
73628,1,9,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,2,99,3,9,1101,999,47,1,999,9,47,TRUE
73630,2,7,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,0,99,5,9,1209,999,47,1,999,9,67,TRUE
73631,1,4,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,5,99,0,99,6,9,1210,999,47,1,999,9,28,FALSE
73632,2,7,1,2,2,9,9,9,2,999,9,9,9,12,999,9,9,9,5,99,2,99,5,9,1101,999,47,1,999,9,50,TRUE
73633,2,7,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,4,99,2,99,6,9,1101,999,47,3,999,9,53,TRUE
73634,1,8,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,2,99,6,9,1215,999,47,1,999,9,45,TRUE
73635,1,8,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,0,99,6,9,1200,999,47,1,999,9,63,TRUE
73636,2,8,1,2,2,9,9,9,7,999,9,9,9,8,999,9,9,9,5,99,0,99,1,9,1101,999,47,1,999,9,77,TRUE
73637,2,4,1,2,2,9,9,9,8,999,9,9,9,12,999,9,9,9,5,99,0,99,4,9,1203,999,47,1,999,9,60,TRUE
73638,1,8,1,2,2,9,9,9,7,999,9,9,9,12,999,9,9,9,5,99,0,99,1,9,8300,999,47,1,999,9,76,TRUE
73639,1,7,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,5,99,0,99,4,9,1203,999,47,1,999,9,65,TRUE
73640,2,8,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,5,99,0,99,1,9,1215,999,47,1,999,9,77,TRUE
73641,2,6,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,1,99,6,9,1209,999,47,1,999,9,54,TRUE
73642,2,3,4,2,2,9,9,9,6,999,9,9,9,99,999,9,9,9,4,99,1,99,6,9,1600,999,48,2,999,9,27,FALSE
73643,2,8,1,2,1,9,9,9,1,999,9,9,9,12,999,9,9,9,4,99,0,99,6,9,1200,999,48,1,999,9,43,TRUE
73644,1,7,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,0,99,1,9,8300,999,48,1,999,9,44,TRUE
73645,1,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,4,99,1,99,6,9,1101,999,48,1,999,9,65,FALSE
73646,2,7,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,1,99,0,99,1,9,8300,999,48,1,999,9,33,FALSE
73647,1,4,1,2,2,9,9,9,6,999,9,9,9,12,999,9,9,9,1,99,0,99,5,9,1101,999,48,1,999,9,32,TRUE
73648,1,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,1,99,1,99,4,9,1101,999,48,3,999,9,40,FALSE
73649,2,6,1,2,2,9,9,9,2,999,9,9,9,12,999,9,9,9,2,99,2,99,3,9,1101,999,48,3,999,9,40,FALSE
73650,1,6,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,0,99,4,9,1200,999,48,1,999,9,63,FALSE
73651,2,6,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,4,99,0,99,3,9,1101,999,48,1,999,9,51,TRUE
73652,2,4,3,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,1,99,0,99,1,9,1203,999,48,2,999,9,70,FALSE
73653,1,4,1,2,2,9,9,9,11,999,9,9,9,9,999,9,9,9,1,99,2,99,4,9,1000,999,48,2,999,9,38,TRUE
73654,2,8,2,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,9,99,0,99,6,9,1101,999,48,1,999,9,90,TRUE
73655,2,6,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,0,99,6,9,1203,999,48,2,999,9,60,TRUE
73656,1,4,1,2,2,9,9,9,7,999,9,9,9,7,999,9,9,9,2,99,0,99,3,9,1203,999,48,2,999,9,69,TRUE
73657,1,3,3,1,2,9,9,9,1,999,9,9,9,99,999,9,9,9,2,99,0,99,4,9,1000,999,48,2,999,9,59,TRUE
73658,2,4,4,2,2,9,9,9,5,999,9,9,9,99,999,9,9,9,3,99,2,99,3,9,1203,999,48,2,999,9,34,FALSE
73659,2,3,4,2,2,9,9,9,2,999,9,9,9,99,999,9,9,9,1,99,0,99,1,9,8300,999,48,2,999,9,44,FALSE
73660,1,4,1,2,2,9,9,9,5,999,9,9,9,12,999,9,9,9,1,99,1,99,1,9,1203,999,48,2,999,9,34,FALSE
73661,2,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,2,99,0,99,6,9,1203,999,48,2,999,9,64,TRUE
73662,1,6,1,2,2,9,9,9,5,999,9,9,9,7,999,9,9,9,4,99,0,99,5,9,1209,999,48,2,999,9,67,TRUE
73663,2,4,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,2,99,1,99,6,9,1210,999,48,2,999,9,34,TRUE
73664,2,4,4,2,1,9,9,9,5,999,9,9,9,99,999,9,9,9,1,99,1,99,6,9,1000,999,48,2,999,9,27,FALSE
73665,2,4,1,2,2,9,9,9,9,999,9,9,9,7,999,9,9,9,1,99,0,99,3,9,1212,999,48,2,999,9,75,FALSE
73666,2,4,1,2,2,9,9,9,9,999,9,9,9,6,999,9,9,9,1,99,0,99,1,9,8300,999,48,2,999,9,57,TRUE
73667,2,6,4,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,1,99,1,99,6,9,1203,999,48,2,999,9,56,TRUE
73668,2,6,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,4,99,2,99,6,9,1000,999,48,1,999,9,47,TRUE
73669,1,4,3,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,1,99,0,99,6,9,1203,999,48,2,999,9,56,FALSE
73670,2,4,1,2,2,9,9,9,11,999,9,9,9,5,999,9,9,9,2,99,2,99,3,9,1203,999,48,2,999,9,33,TRUE
73671,2,3,4,2,2,9,9,9,2,999,9,9,9,99,999,9,9,9,2,99,2,99,4,9,1203,999,48,2,999,9,31,FALSE
73672,2,4,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,1,99,2,99,6,9,1000,999,48,1,999,9,45,TRUE
73673,2,7,1,2,2,9,9,9,7,999,9,9,9,12,999,9,9,9,5,99,2,99,6,9,1000,999,48,3,999,9,40,FALSE
73674,2,2,1,2,2,9,9,9,8,999,9,9,9,7,999,9,9,9,1,99,1,99,4,9,1101,999,48,1,999,9,72,TRUE
73675,2,4,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,2,99,5,9,1101,999,48,1,999,9,48,TRUE
73676,2,7,3,1,2,9,9,9,1,999,9,9,9,99,999,9,9,9,4,99,2,99,6,9,1101,999,48,1,999,9,61,TRUE
73677,2,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,0,99,6,9,1101,999,48,1,999,9,62,TRUE
73678,2,4,3,2,2,9,9,9,5,999,9,9,9,99,999,9,9,9,1,99,2,99,1,9,1101,999,48,1,999,9,31,FALSE
73680,2,4,2,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,3,99,0,99,1,9,1200,999,48,1,999,9,81,TRUE
73681,1,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,3,99,2,99,4,9,1101,999,48,1,999,9,46,FALSE
73683,1,4,1,2,2,9,9,9,1,999,9,9,9,5,999,9,9,9,5,99,2,99,3,9,1502,999,48,1,999,9,53,TRUE
73684,1,4,1,2,1,9,9,9,1,999,9,9,9,12,999,9,9,9,2,99,1,99,3,9,1101,999,48,1,999,9,61,FALSE
73686,1,4,1,1,1,9,9,9,7,999,9,9,9,7,999,9,9,9,4,99,0,99,1,9,1101,999,48,1,999,9,72,TRUE
73687,1,7,1,1,1,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,0,99,1,9,1101,999,48,1,999,9,45,TRUE
73688,1,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,3,99,2,99,1,9,8300,999,48,1,999,9,45,TRUE
73690,2,4,2,2,2,9,9,9,2,999,9,9,9,99,999,9,9,9,2,99,0,99,6,9,1203,999,48,1,999,9,69,TRUE
73691,2,2,1,2,2,9,9,9,8,999,9,9,9,12,999,9,9,9,1,99,2,99,1,9,1101,999,48,1,999,9,73,TRUE
73692,2,7,1,2,2,9,9,9,5,999,9,9,9,12,999,9,9,9,5,99,0,99,6,9,1203,999,48,1,999,9,65,FALSE
73693,1,7,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,1,99,0,99,6,9,1000,999,48,2,999,9,69,TRUE
73694,1,6,1,2,2,9,9,9,7,999,9,9,9,12,999,9,9,9,4,99,0,99,5,9,1000,999,48,1,999,9,78,TRUE
73695,2,3,2,2,2,9,9,9,2,999,9,9,9,99,999,9,9,9,3,99,0,99,6,9,1000,999,48,1,999,9,70,FALSE
73696,2,4,1,2,2,9,9,9,5,999,9,9,9,12,999,9,9,9,1,99,2,99,5,9,1203,999,48,1,999,9,35,FALSE
73697,1,6,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,1,99,2,99,3,9,1101,999,48,1,999,9,42,FALSE
73699,2,8,4,1,2,9,9,9,1,999,9,9,9,99,999,9,9,9,4,99,0,99,3,9,1101,999,48,1,999,9,40,TRUE
73700,1,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,1,99,1,99,1,9,1101,999,48,1,999,9,47,TRUE
73701,2,7,1,2,1,9,9,9,8,999,9,9,9,12,999,9,9,9,1,99,2,99,6,9,1101,999,48,1,999,9,52,TRUE
73702,2,6,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,2,99,0,99,1,9,8300,999,48,1,999,9,31,FALSE
73703,1,4,3,2,1,9,9,9,6,999,9,9,9,99,999,9,9,9,5,99,0,99,3,9,1101,999,48,5,999,9,38,TRUE
73705,2,7,1,2,1,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,2,99,4,9,1101,999,48,1,999,9,49,TRUE
73707,1,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,5,99,2,99,6,9,1000,999,48,1,999,9,37,FALSE
73708,2,4,3,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,9,99,0,99,6,9,1203,999,48,2,999,9,83,TRUE
73709,1,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,4,99,1,99,4,9,1101,999,48,1,999,9,46,FALSE
73710,1,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,2,99,2,99,3,9,1101,999,48,2,999,9,40,FALSE
73711,2,4,3,2,2,9,9,9,11,999,9,9,9,99,999,9,9,9,2,99,2,99,3,9,1101,999,48,3,999,9,39,FALSE
73712,1,6,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,0,99,4,9,1203,999,48,2,999,9,41,TRUE
73713,1,4,1,2,2,9,9,9,1,999,9,9,9,11,999,9,9,9,3,99,0,99,5,9,1203,999,48,2,999,9,61,TRUE
73714,2,4,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,1,99,2,99,6,9,1000,999,48,2,999,9,51,TRUE
73715,2,4,3,2,2,9,9,9,5,999,9,9,9,99,999,9,9,9,2,99,2,99,4,9,1000,999,48,3,999,9,39,FALSE
73716,1,4,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,9,99,0,99,5,9,1000,999,48,3,999,9,58,TRUE
73717,2,4,2,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,3,99,0,99,6,9,1203,999,48,1,999,9,86,TRUE
73718,2,3,2,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,3,99,1,99,4,9,1000,999,48,1,999,9,76,FALSE
73719,1,1,2,2,2,9,9,9,7,999,9,9,9,99,999,9,9,9,9,99,0,99,1,9,1101,999,48,1,999,9,95,FALSE
73720,2,4,4,2,2,9,9,9,11,999,9,9,9,99,999,9,9,9,3,99,1,99,4,9,1203,999,48,2,999,9,42,FALSE
73721,1,6,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,0,99,3,9,1504,999,48,2,999,9,44,TRUE
73722,2,6,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,3,99,0,99,5,9,1203,999,48,2,999,9,65,TRUE
73723,1,4,4,1,2,9,9,9,1,999,9,9,9,99,999,9,9,9,2,99,1,99,6,9,1203,999,48,2,999,9,35,TRUE
73724,2,4,2,2,2,9,9,9,2,999,9,9,9,99,999,9,9,9,2,99,2,99,5,9,1101,999,48,1,999,9,54,FALSE
73725,1,4,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,4,99,0,99,1,9,8300,999,48,2,999,9,32,FALSE
73726,1,4,1,2,2,9,9,9,7,999,9,9,9,8,999,9,9,9,3,99,0,99,6,9,1203,999,48,1,999,9,88,TRUE
73727,1,4,1,2,2,9,9,9,1,999,9,9,9,8,999,9,9,9,1,99,2,99,1,9,8300,999,48,1,999,9,28,FALSE
73728,1,6,1,2,1,9,9,9,98,999,9,9,9,12,999,9,9,9,3,99,0,99,3,9,1208,999,48,1,999,9,65,TRUE
73730,2,7,1,2,2,9,9,9,2,999,9,9,9,12,999,9,9,9,5,99,0,99,5,9,1200,999,48,1,999,9,64,FALSE
73731,1,4,1,2,2,9,9,9,5,999,9,9,9,8,999,9,9,9,1,99,2,99,1,9,8300,999,48,1,999,9,40,TRUE
73732,1,3,1,2,2,9,9,9,9,999,9,9,9,9,999,9,9,9,2,99,0,99,6,9,1203,999,48,1,999,9,50,FALSE
73733,2,99,3,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,9,99,0,99,3,9,1101,999,48,2,999,9,69,TRUE
73734,1,3,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,3,99,2,99,1,9,1101,999,48,3,999,9,43,FALSE
73735,1,7,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,4,99,2,99,6,9,1203,999,48,3,999,9,42,FALSE
73736,1,4,3,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,1,99,0,99,6,9,1200,999,48,1,999,9,49,FALSE
73737,2,3,1,2,2,9,9,9,1,999,9,9,9,12,999,9,9,9,4,99,2,99,5,9,1200,999,48,3,999,9,41,FALSE
73738,1,6,4,2,2,9,9,9,1,999,9,9,9,99,999,9,9,9,4,99,0,99,6,9,1504,999,48,1,999,9,36,FALSE
73739,1,4,1,2,2,9,9,9,9,999,9,9,9,9,999,9,9,9,1,99,0,99,5,9,1200,999,48,2,999,9,48,FALSE
73740,2,4,3,2,2,9,9,9,9,999,9,9,9,99,999,9,9,9,1,99,0,99,1,9,1200,999,48,1,999,9,68,FALSE
